node1_name,node2_name,edge_type,properties,probability
nv-b_100433,nv-file2,at,dd;pl,0.0598802395209581
nv-b_100433,nv-file2,tt,,0.00798403193612774
nv-b_100433,nv-mis_link2,nil,,0.998003992015968
nv-b_100433,nv-mis_link2,ta,dd;nl,0.00199600798403194
nv-b_100740,mail_dev,nil,,0.992015968063872
nv-b_100740,mail_dev,ta,dd;nl,0.00399201596806387
nv-b_100740,mail_dev,at,dd;nl,0.00399201596806387
nv-b_100740,nv-churn2,nil,,0.982035928143713
nv-b_100740,nv-churn2,ta,dd;nl,0.0139720558882236
nv-b_100740,nv-churn2,at,dd;pl,0.00399201596806387
nv-b_100740,nv-commit2,nil,,0.976047904191617
nv-b_100740,nv-commit2,at,dd;nl,0.0119760479041916
nv-b_100740,nv-commit2,ta,dd;pl,0.00998003992015968
nv-b_100740,nv-commit2,tt,,0.00199600798403194
nv-b_100740,nv-b_100742,nil,,0.754491017964072
nv-b_100740,nv-b_100742,at,dd;nl,0.155688622754491
nv-b_100740,nv-b_100742,ta,dd;nl,0.0898203592814371
nv-b_100433,nv-thread2,nil,,0.988023952095808
nv-b_100433,nv-thread2,ta,dd;nl,0.00798403193612774
nv-b_100433,nv-thread2,tt,,0.00199600798403194
nv-b_100433,nv-thread2,at,dd;nl,0.00199600798403194
nv-b_100742,nv-mis_link,nil,,0.986027944111776
nv-b_100742,nv-mis_link,at,dd;nl,0.00798403193612774
nv-b_100742,nv-mis_link,ta,dd;pl,0.00598802395209581
nv-b_100742,nv-start,nil,,0.998003992015968
nv-b_100742,nv-start,ta,dd;nl,0.00199600798403194
nv-b_100742,nv-thread,nil,,0.998003992015968
nv-b_100742,nv-thread,ta,dd;nl,0.00199600798403194
nv-b_102939,nv-thread,nil,,0.996007984031936
nv-b_102939,nv-thread,ta,dd;nl,0.00199600798403194
nv-b_102939,nv-thread,at,dd;pl,0.00199600798403194
nv-b_103864,nv-silence2,nil,,0.988023952095808
nv-b_103864,nv-silence2,ta,dd;nl,0.00598802395209581
nv-b_103864,nv-silence2,at,dd;pl,0.00399201596806387
nv-b_103864,nv-silence2,tt,,0.00199600798403194
nv-b_103864,mail_dev,nil,,0.996007984031936
nv-b_103864,mail_dev,ta,dd;nl,0.00399201596806387
nv-b_103864,commit,nil,,0.952095808383234
nv-b_103864,commit,ta,dd;nl,0.0279441117764471
nv-b_103864,commit,at,dd;nl,0.0199600798403194
nv-b_100742,nv-commit2,nil,,0.992015968063872
nv-b_100742,nv-commit2,at,dd;nl,0.00598802395209581
nv-b_100742,nv-commit2,ta,dd;pl,0.00199600798403194
nv-thread,nv-mail_dev,nil,,0.968063872255489
nv-thread,nv-mail_dev,tt,,0.0199600798403194
nv-thread,nv-mail_dev,ta,dd;pl,0.00798403193612774
nv-thread,nv-mail_dev,at,dd;pl,0.00399201596806387
nv-thread2,b_104180,nil,,0.994011976047904
nv-thread2,b_104180,tt,,0.00399201596806387
nv-thread2,b_104180,ta,dd;pl,0.00199600798403194
nv-thread,b_93245,nil,,0.992015968063872
nv-thread,b_93245,tt,,0.00798403193612774
nv-thread,nv-code_dev2,nil,,0.988023952095808
nv-thread,nv-code_dev2,tt,,0.00998003992015968
nv-thread,nv-code_dev2,ta,dd;nl,0.00199600798403194
nv-thread,b_62940,nil,,0.998003992015968
nv-thread,b_62940,tt,,0.00199600798403194
nv-thread,b_191547,nil,,0.988023952095808
nv-thread,b_191547,tt,,0.00598802395209581
nv-thread,b_191547,ta,dd;pl,0.00399201596806387
nv-thread,b_191547,at,dd;nl,0.00199600798403194
nv-thread,b_201967,nil,,0.998003992015968
nv-thread,b_201967,tt,,0.00199600798403194
nv-thread,b_180739,nil,,0.992015968063872
nv-thread,b_180739,tt,,0.00598802395209581
nv-thread,b_180739,ta,dd;pl,0.00199600798403194
nv-thread,b_162182,nil,,0.994011976047904
nv-thread,b_162182,tt,,0.00598802395209581
nv-thread,b_162106,nil,,0.996007984031936
nv-thread,b_162106,tt,,0.00399201596806387
nv-thread,b_162109,nil,,0.960079840319361
nv-thread,b_162109,tt,,0.0339321357285429
nv-thread,b_162109,ta,dd;nl,0.00399201596806387
nv-thread,b_162109,at,dd;pl,0.00199600798403194
nv-thread,b_160798,nil,,0.998003992015968
nv-thread,b_160798,tt,,0.00199600798403194
nv-thread,b_151791,nil,,0.996007984031936
nv-thread,b_151791,tt,,0.00399201596806387
nv-thread,b_150287,nil,,0.998003992015968
nv-thread,b_150287,ta,dd;pl,0.00199600798403194
nv-thread,b_151790,nil,,0.996007984031936
nv-thread,b_151790,tt,,0.00399201596806387
nv-thread,b_150209,nil,,0.960079840319361
nv-thread,b_150209,tt,,0.0379241516966068
nv-thread,b_150209,at,dd;pl,0.00199600798403194
nv-thread,b_150205,nil,,0.992015968063872
nv-thread,b_150205,tt,,0.00598802395209581
nv-thread,b_150205,at,dd;pl,0.00199600798403194
nv-thread,b_143567,nil,,0.998003992015968
nv-thread,b_143567,tt,,0.00199600798403194
nv-thread,b_150204,nil,,0.982035928143713
nv-thread,b_150204,tt,,0.0119760479041916
nv-thread,b_150204,at,dd;pl,0.00598802395209581
nv-thread,b_143513,nil,,0.998003992015968
nv-thread,b_143513,tt,,0.00199600798403194
nv-thread,b_143470,nil,,0.980039920159681
nv-thread,b_143470,tt,,0.0199600798403194
nv-thread,b_140195,nil,,0.998003992015968
nv-thread,b_140195,tt,,0.00199600798403194
nv-thread,b_140224,nil,,0.998003992015968
nv-thread,b_140224,tt,,0.00199600798403194
nv-thread,b_136450,nil,,0.996007984031936
nv-thread,b_136450,tt,,0.00399201596806387
nv-thread,b_114576,nil,,0.998003992015968
nv-thread,b_114576,tt,,0.00199600798403194
nv-start,start,nil,,0.996007984031936
nv-start,start,ta,dd;pl,0.00199600798403194
nv-start,start,at,dd;nl,0.00199600798403194
nv-start,nv-mis_link,nil,,0.998003992015968
nv-start,nv-mis_link,ta,dd;nl,0.00199600798403194
nv-start,mail_dev,nil,,0.998003992015968
nv-start,mail_dev,ta,dd;pl,0.00199600798403194
nv-start,b_201967,nil,,0.998003992015968
nv-start,b_201967,tt,,0.00199600798403194
nv-start,b_63738,nil,,0.916167664670659
nv-start,b_63738,ta,dd;pl,0.0538922155688623
nv-start,b_63738,tt,,0.0259481037924152
nv-start,b_63738,at,dd;nl,0.00399201596806387
nv-start,b_180735,nil,,0.994011976047904
nv-start,b_180735,tt,,0.00598802395209581
nv-start,b_173731,nil,,0.998003992015968
nv-start,b_173731,tt,,0.00199600798403194
nv-start,b_162181,nil,,0.994011976047904
nv-start,b_162181,tt,,0.00399201596806387
nv-start,b_162181,at,dd;pl,0.00199600798403194
nv-start,b_167053,nil,,0.998003992015968
nv-start,b_167053,ta,dd;nl,0.00199600798403194
nv-start,b_162179,nil,,0.998003992015968
nv-start,b_162179,tt,,0.00199600798403194
nv-start,b_162176,nil,,0.998003992015968
nv-start,b_162176,tt,,0.00199600798403194
nv-start,b_151794,nil,,0.998003992015968
nv-start,b_151794,tt,,0.00199600798403194
nv-start,b_162106,nil,,0.998003992015968
nv-start,b_162106,tt,,0.00199600798403194
nv-start,b_151793,nil,,0.980039920159681
nv-start,b_151793,tt,,0.0159680638722555
nv-start,b_151793,ta,dd;nl,0.00199600798403194
nv-start,b_151793,at,dd;pl,0.00199600798403194
nv-start,b_151788,nil,,0.998003992015968
nv-start,b_151788,tt,,0.00199600798403194
nv-start,b_150287,nil,,0.998003992015968
nv-start,b_150287,ta,dd;pl,0.00199600798403194
nv-start,b_151787,nil,,0.998003992015968
nv-start,b_151787,tt,,0.00199600798403194
nv-start,b_150286,nil,,0.982035928143713
nv-start,b_150286,tt,,0.0179640718562874
nv-start,b_150205,nil,,0.998003992015968
nv-start,b_150205,tt,,0.00199600798403194
nv-start,b_143567,nil,,0.978043912175649
nv-start,b_143567,tt,,0.0159680638722555
nv-start,b_143567,ta,dd;nl,0.00598802395209581
nv-start,b_148275,nil,,0.998003992015968
nv-start,b_148275,tt,,0.00199600798403194
nv-start,b_143511,nil,,0.998003992015968
nv-start,b_143511,tt,,0.00199600798403194
nv-start,b_143508,nil,,0.996007984031936
nv-start,b_143508,tt,,0.00399201596806387
nv-start,b_140224,nil,,0.998003992015968
nv-start,b_140224,tt,,0.00199600798403194
nv-start,b_142970,nil,,0.992015968063872
nv-start,b_142970,tt,,0.00798403193612774
nv-start,b_140195,nil,,0.994011976047904
nv-start,b_140195,tt,,0.00598802395209581
nv-start,b_114619,nil,,0.998003992015968
nv-start,b_114619,ta,dd;nl,0.00199600798403194
nv-silence2,nv-mis_link2,nil,,0.994011976047904
nv-silence2,nv-mis_link2,ta,dd;nl,0.00399201596806387
nv-silence2,nv-mis_link2,tt,,0.00199600798403194
nv-start,b_100433,nil,,0.984031936127744
nv-start,b_100433,tt,,0.0119760479041916
nv-start,b_100433,ta,dd;nl,0.00399201596806387
nv-silence2,nv-mis_link,nil,,0.998003992015968
nv-silence2,nv-mis_link,tt,,0.00199600798403194
nv-silence2,nv-mail_dev,nil,,0.984031936127744
nv-silence2,nv-mail_dev,tt,,0.0159680638722555
nv-silence2,mis_link2,nil,,0.998003992015968
nv-silence2,mis_link2,ta,dd;pl,0.00199600798403194
nv-silence2,nv-commit,nil,,0.994011976047904
nv-silence2,nv-commit,ta,dd;pl,0.00199600798403194
nv-silence2,nv-commit,tt,,0.00199600798403194
nv-silence2,nv-commit,at,dd;pl,0.00199600798403194
nv-silence2,b_80891,nil,,0.998003992015968
nv-silence2,b_80891,ta,dd;pl,0.00199600798403194
nv-silence2,b_64339,nil,,0.998003992015968
nv-silence2,b_64339,ta,dd;pl,0.00199600798403194
nv-silence2,b_173733,nil,,0.996007984031936
nv-silence2,b_173733,tt,,0.00399201596806387
nv-silence2,b_180737,nil,,0.994011976047904
nv-silence2,b_180737,tt,,0.00598802395209581
nv-silence2,b_166303,nil,,0.950099800399202
nv-silence2,b_166303,tt,,0.0379241516966068
nv-silence2,b_166303,at,dd;nl,0.00798403193612774
nv-silence2,b_166303,ta,dd;pl,0.00399201596806387
nv-silence2,b_160705,nil,,0.998003992015968
nv-silence2,b_160705,tt,,0.00199600798403194
nv-silence2,b_150291,nil,,0.992015968063872
nv-silence2,b_150291,tt,,0.00399201596806387
nv-silence2,b_150291,ta,dd;pl,0.00199600798403194
nv-silence2,b_150291,at,dd;pl,0.00199600798403194
nv-silence2,b_151794,nil,,0.998003992015968
nv-silence2,b_151794,tt,,0.00199600798403194
nv-silence2,b_150290,nil,,0.994011976047904
nv-silence2,b_150290,tt,,0.00399201596806387
nv-silence2,b_150290,at,dd;pl,0.00199600798403194
nv-silence2,b_143510,nil,,0.994011976047904
nv-silence2,b_143510,tt,,0.00199600798403194
nv-silence2,b_143510,ta,dd;nl,0.00199600798403194
nv-silence2,b_143510,at,dd;pl,0.00199600798403194
nv-silence2,b_143470,nil,,0.998003992015968
nv-silence2,b_143470,tt,,0.00199600798403194
nv-silence2,b_143506,nil,,0.956087824351297
nv-silence2,b_143506,tt,,0.0419161676646707
nv-silence2,b_143506,ta,dd;nl,0.00199600798403194
nv-silence2,b_114619,nil,,0.996007984031936
nv-silence2,b_114619,tt,,0.00399201596806387
nv-silence2,b_114109,nil,,0.998003992015968
nv-silence2,b_114109,ta,dd;pl,0.00199600798403194
nv-silence,nv-commit2,nil,,0.998003992015968
nv-silence,nv-commit2,ta,dd;pl,0.00199600798403194
nv-silence,nv-mis_link,nil,,0.998003992015968
nv-silence,nv-mis_link,tt,,0.00199600798403194
nv-silence,b_191547,nil,,0.980039920159681
nv-silence,b_191547,tt,,0.0179640718562874
nv-silence,b_191547,at,dd;pl,0.00199600798403194
nv-silence,b_180739,nil,,0.998003992015968
nv-silence,b_180739,ta,dd;pl,0.00199600798403194
nv-silence,b_166303,nil,,0.998003992015968
nv-silence,b_166303,tt,,0.00199600798403194
nv-silence,b_167053,nil,,0.996007984031936
nv-silence,b_167053,tt,,0.00199600798403194
nv-silence,b_167053,at,dd;nl,0.00199600798403194
nv-silence,b_162181,nil,,0.998003992015968
nv-silence,b_162181,tt,,0.00199600798403194
nv-silence,b_162179,nil,,0.998003992015968
nv-silence,b_162179,tt,,0.00199600798403194
nv-silence,b_150290,nil,,0.996007984031936
nv-silence,b_150290,tt,,0.00399201596806387
nv-silence,b_160702,nil,,0.996007984031936
nv-silence,b_160702,tt,,0.00399201596806387
nv-silence,b_150287,nil,,0.960079840319361
nv-silence,b_150287,tt,,0.0339321357285429
nv-silence,b_150287,ta,dd;nl,0.00399201596806387
nv-silence,b_150287,at,dd;pl,0.00199600798403194
nv-silence,b_150209,nil,,0.988023952095808
nv-silence,b_150209,tt,,0.00998003992015968
nv-silence,b_150209,at,dd;pl,0.00199600798403194
nv-silence,b_143572,nil,,0.994011976047904
nv-silence,b_143572,tt,,0.00598802395209581
nv-silence,b_148275,nil,,0.978043912175649
nv-silence,b_148275,tt,,0.00998003992015968
nv-silence,b_148275,ta,dd;nl,0.00798403193612774
nv-silence,b_148275,at,dd;pl,0.00399201596806387
nv-silence,b_143570,nil,,0.994011976047904
nv-silence,b_143570,ta,dd;nl,0.00199600798403194
nv-silence,b_143570,tt,,0.00199600798403194
nv-silence,b_143570,at,dd;pl,0.00199600798403194
nv-silence,b_143513,nil,,0.998003992015968
nv-silence,b_143513,tt,,0.00199600798403194
nv-silence,b_140160,nil,,0.986027944111776
nv-silence,b_140160,tt,,0.00798403193612774
nv-silence,b_140160,ta,dd;nl,0.00399201596806387
nv-silence,b_140160,at,dd;pl,0.00199600798403194
nv-silence,b_143510,nil,,0.978043912175649
nv-silence,b_143510,tt,,0.0119760479041916
nv-silence,b_143510,ta,dd;nl,0.00598802395209581
nv-silence,b_143510,at,dd;pl,0.00399201596806387
nv-silence,b_114577,nil,,0.994011976047904
nv-silence,b_114577,tt,,0.00598802395209581
nv-silence,b_104180,nil,,0.984031936127744
nv-silence,b_104180,tt,,0.00598802395209581
nv-silence,b_104180,at,dd;nl,0.00598802395209581
nv-silence,b_104180,ta,dd;pl,0.00399201596806387
nv-silence,b_100742,nil,,0.998003992015968
nv-silence,b_100742,ta,dd;pl,0.00199600798403194
nv-silence,b_103864,nil,,0.998003992015968
nv-silence,b_103864,ta,dd;nl,0.00199600798403194
nv-silence,b_100740,nil,,0.806387225548902
nv-silence,b_100740,tt,,0.135728542914172
nv-silence,b_100740,at,dd;nl,0.0399201596806387
nv-silence,b_100740,ta,dd;nl,0.0179640718562874
nv-mis_link2,nv-file,nil,,0.992015968063872
nv-mis_link2,nv-file,tt,,0.00798403193612774
nv-mis_link2,nv-churn,nil,,0.996007984031936
nv-mis_link2,nv-churn,tt,,0.00399201596806387
nv-mis_link2,nv-code_dev,nil,,0.998003992015968
nv-mis_link2,nv-code_dev,tt,,0.00199600798403194
nv-mis_link2,b_191549,nil,,0.996007984031936
nv-mis_link2,b_191549,tt,,0.00199600798403194
nv-mis_link2,b_191549,ta,dd;pl,0.00199600798403194
nv-mis_link2,b_180734,nil,,0.996007984031936
nv-mis_link2,b_180734,tt,,0.00399201596806387
nv-mis_link2,b_173733,nil,,0.99001996007984
nv-mis_link2,b_173733,tt,,0.00998003992015968
nv-mis_link2,b_180732,nil,,0.988023952095808
nv-mis_link2,b_180732,tt,,0.00998003992015968
nv-mis_link2,b_180732,at,dd;pl,0.00199600798403194
nv-mis_link2,b_167053,nil,,0.992015968063872
nv-mis_link2,b_167053,ta,dd;nl,0.00399201596806387
nv-mis_link2,b_167053,tt,,0.00399201596806387
nv-mis_link2,b_166302,nil,,0.976047904191617
nv-mis_link2,b_166302,tt,,0.0179640718562874
nv-mis_link2,b_166302,at,dd;pl,0.00399201596806387
nv-mis_link2,b_166302,ta,dd;pl,0.00199600798403194
nv-mis_link2,b_151790,nil,,0.982035928143713
nv-mis_link2,b_151790,tt,,0.0139720558882236
nv-mis_link2,b_151790,ta,dd;pl,0.00199600798403194
nv-mis_link2,b_151790,at,dd;pl,0.00199600798403194
nv-mis_link2,b_160799,nil,,0.998003992015968
nv-mis_link2,b_160799,tt,,0.00199600798403194
nv-mis_link2,b_151788,nil,,0.984031936127744
nv-mis_link2,b_151788,tt,,0.0139720558882236
nv-mis_link2,b_151788,at,dd;pl,0.00199600798403194
nv-mis_link2,b_150285,nil,,0.998003992015968
nv-mis_link2,b_150285,tt,,0.00199600798403194
nv-mis_link2,b_150287,nil,,0.970059880239521
nv-mis_link2,b_150287,tt,,0.0279441117764471
nv-mis_link2,b_150287,ta,dd;pl,0.00199600798403194
nv-mis_link2,b_143569,nil,,0.998003992015968
nv-mis_link2,b_143569,tt,,0.00199600798403194
nv-mis_link2,b_143509,nil,,0.996007984031936
nv-mis_link2,b_143509,tt,,0.00399201596806387
nv-mis_link2,b_140224,nil,,0.996007984031936
nv-mis_link2,b_140224,tt,,0.00399201596806387
nv-mis_link2,b_143507,nil,,0.998003992015968
nv-mis_link2,b_143507,tt,,0.00199600798403194
nv-mis_link2,b_140160,nil,,0.994011976047904
nv-mis_link2,b_140160,tt,,0.00598802395209581
nv-mis_link2,b_122110,nil,,0.994011976047904
nv-mis_link2,b_122110,tt,,0.00399201596806387
nv-mis_link2,b_122110,at,dd;pl,0.00199600798403194
nv-mis_link2,b_113207,nil,,0.992015968063872
nv-mis_link2,b_113207,tt,,0.00798403193612774
nv-mis_link2,b_114109,nil,,0.996007984031936
nv-mis_link2,b_114109,tt,,0.00399201596806387
nv-mis_link2,b_103864,nil,,0.988023952095808
nv-mis_link2,b_103864,tt,,0.0119760479041916
nv-mis_link2,b_100433,nil,,0.998003992015968
nv-mis_link2,b_100433,tt,,0.00199600798403194
nv-mis_link,b_80891,nil,,0.996007984031936
nv-mis_link,b_80891,tt,,0.00199600798403194
nv-mis_link,b_80891,ta,dd;pl,0.00199600798403194
nv-mis_link,b_81672,nil,,0.998003992015968
nv-mis_link,b_81672,tt,,0.00199600798403194
nv-mis_link,start,nil,,0.998003992015968
nv-mis_link,start,ta,dd;pl,0.00199600798403194
nv-mis_link,b_191547,nil,,0.998003992015968
nv-mis_link,b_191547,tt,,0.00199600798403194
nv-mis_link,b_180735,nil,,0.994011976047904
nv-mis_link,b_180735,ta,dd;pl,0.00199600798403194
nv-mis_link,b_180735,tt,,0.00199600798403194
nv-mis_link,b_180735,at,dd;nl,0.00199600798403194
nv-mis_link,b_166304,nil,,0.998003992015968
nv-mis_link,b_166304,tt,,0.00199600798403194
nv-mis_link,b_173733,nil,,0.996007984031936
nv-mis_link,b_173733,tt,,0.00399201596806387
nv-mis_link,b_166302,nil,,0.998003992015968
nv-mis_link,b_166302,tt,,0.00199600798403194
nv-mis_link,b_162179,nil,,0.950099800399202
nv-mis_link,b_162179,tt,,0.0439121756487026
nv-mis_link,b_162179,ta,dd;nl,0.00399201596806387
nv-mis_link,b_162179,at,dd;pl,0.00199600798403194
nv-mis_link,b_162106,nil,,0.998003992015968
nv-mis_link,b_162106,tt,,0.00199600798403194
nv-mis_link,b_162108,nil,,0.998003992015968
nv-mis_link,b_162108,tt,,0.00199600798403194
nv-mis_link,b_151794,nil,,0.996007984031936
nv-mis_link,b_151794,tt,,0.00399201596806387
nv-mis_link,b_151789,nil,,0.998003992015968
nv-mis_link,b_151789,tt,,0.00199600798403194
nv-mis_link,b_150285,nil,,0.984031936127744
nv-mis_link,b_150285,tt,,0.00998003992015968
nv-mis_link,b_150285,at,dd;pl,0.00399201596806387
nv-mis_link,b_150285,ta,dd;pl,0.00199600798403194
nv-mis_link,b_150287,nil,,0.996007984031936
nv-mis_link,b_150287,tt,,0.00399201596806387
nv-mis_link,b_150208,nil,,0.99001996007984
nv-mis_link,b_150208,tt,,0.00998003992015968
nv-mis_link,b_150206,nil,,0.992015968063872
nv-mis_link,b_150206,tt,,0.00598802395209581
nv-mis_link,b_150206,at,dd;pl,0.00199600798403194
nv-mis_link,b_143507,nil,,0.992015968063872
nv-mis_link,b_143507,tt,,0.00798403193612774
nv-mis_link,b_143511,nil,,0.998003992015968
nv-mis_link,b_143511,tt,,0.00199600798403194
nv-mis_link,b_143506,nil,,0.998003992015968
nv-mis_link,b_143506,tt,,0.00199600798403194
nv-mis_link,b_140195,nil,,0.996007984031936
nv-mis_link,b_140195,tt,,0.00399201596806387
nv-mis_link,b_114619,nil,,0.994011976047904
nv-mis_link,b_114619,tt,,0.00399201596806387
nv-mis_link,b_114619,at,dd;pl,0.00199600798403194
nv-mis_link,b_122333,nil,,0.996007984031936
nv-mis_link,b_122333,tt,,0.00399201596806387
nv-mis_link,b_114109,nil,,0.998003992015968
nv-mis_link,b_114109,ta,dd;pl,0.00199600798403194
nv-mis_link,b_102939,nil,,0.994011976047904
nv-mis_link,b_102939,tt,,0.00399201596806387
nv-mis_link,b_102939,at,dd;pl,0.00199600798403194
nv-mail_dev2,nv-silence,nil,,0.888223552894212
nv-mail_dev2,nv-silence,tt,,0.0558882235528942
nv-mail_dev2,nv-silence,ta,dd;pl,0.0419161676646707
nv-mail_dev2,nv-silence,at,dd;nl,0.0139720558882236
nv-mail_dev2,nv-start,nil,,0.986027944111776
nv-mail_dev2,nv-start,tt,,0.0119760479041916
nv-mail_dev2,nv-start,at,dd;nl,0.00199600798403194
nv-mail_dev2,nv-mis_link2,nil,,0.998003992015968
nv-mail_dev2,nv-mis_link2,tt,,0.00199600798403194
nv-mail_dev2,nv-commit2,nil,,0.998003992015968
nv-mail_dev2,nv-commit2,ta,dd;pl,0.00199600798403194
nv-mail_dev2,b_62940,nil,,0.998003992015968
nv-mail_dev2,b_62940,tt,,0.00199600798403194
nv-mail_dev2,b_93245,nil,,0.998003992015968
nv-mail_dev2,b_93245,tt,,0.00199600798403194
nv-mail_dev2,b_180739,nil,,0.998003992015968
nv-mail_dev2,b_180739,tt,,0.00199600798403194
nv-mail_dev2,b_167053,nil,,0.998003992015968
nv-mail_dev2,b_167053,tt,,0.00199600798403194
nv-mail_dev2,b_162176,nil,,0.99001996007984
nv-mail_dev2,b_162176,tt,,0.00798403193612774
nv-mail_dev2,b_162176,at,dd;pl,0.00199600798403194
nv-mail_dev2,b_166303,nil,,0.998003992015968
nv-mail_dev2,b_166303,tt,,0.00199600798403194
nv-mail_dev2,b_162108,nil,,0.998003992015968
nv-mail_dev2,b_162108,tt,,0.00199600798403194
nv-mail_dev2,b_160701,nil,,0.998003992015968
nv-mail_dev2,b_160701,tt,,0.00199600798403194
nv-mail_dev2,b_150289,nil,,0.982035928143713
nv-mail_dev2,b_150289,tt,,0.0139720558882236
nv-mail_dev2,b_150289,at,dd;pl,0.00399201596806387
nv-mail_dev2,b_151793,nil,,0.998003992015968
nv-mail_dev2,b_151793,tt,,0.00199600798403194
nv-mail_dev2,b_150285,nil,,0.988023952095808
nv-mail_dev2,b_150285,tt,,0.00998003992015968
nv-mail_dev2,b_150285,at,dd;pl,0.00199600798403194
nv-mail_dev2,b_148275,nil,,0.992015968063872
nv-mail_dev2,b_148275,tt,,0.00598802395209581
nv-mail_dev2,b_148275,ta,dd;nl,0.00199600798403194
nv-mail_dev2,b_143568,nil,,0.962075848303393
nv-mail_dev2,b_143568,tt,,0.0359281437125749
nv-mail_dev2,b_143568,at,dd;pl,0.00199600798403194
nv-mail_dev2,b_143569,nil,,0.998003992015968
nv-mail_dev2,b_143569,tt,,0.00199600798403194
nv-mail_dev2,b_143511,nil,,0.998003992015968
nv-mail_dev2,b_143511,tt,,0.00199600798403194
nv-mail_dev2,b_143510,nil,,0.982035928143713
nv-mail_dev2,b_143510,tt,,0.0159680638722555
nv-mail_dev2,b_143510,at,dd;pl,0.00199600798403194
nv-mail_dev2,b_140195,nil,,0.996007984031936
nv-mail_dev2,b_140195,tt,,0.00399201596806387
nv-mail_dev2,b_140221,nil,,0.996007984031936
nv-mail_dev2,b_140221,ta,dd;pl,0.00399201596806387
nv-mail_dev2,b_140160,nil,,0.998003992015968
nv-mail_dev2,b_140160,tt,,0.00199600798403194
nv-mail_dev2,b_140076,nil,,0.996007984031936
nv-mail_dev2,b_140076,tt,,0.00399201596806387
nv-mail_dev2,b_114619,nil,,0.968063872255489
nv-mail_dev2,b_114619,tt,,0.0219560878243513
nv-mail_dev2,b_114619,at,dd;nl,0.00998003992015968
nv-mail_dev2,b_130166,nil,,0.970059880239521
nv-mail_dev2,b_130166,tt,,0.0259481037924152
nv-mail_dev2,b_130166,at,dd;pl,0.00399201596806387
nv-mail_dev2,b_114577,nil,,0.998003992015968
nv-mail_dev2,b_114577,tt,,0.00199600798403194
nv-mail_dev2,b_104180,nil,,0.998003992015968
nv-mail_dev2,b_104180,tt,,0.00199600798403194
nv-mail_dev,nv-start,nil,,0.996007984031936
nv-mail_dev,nv-start,tt,,0.00399201596806387
nv-mail_dev2,b_103864,nil,,0.998003992015968
nv-mail_dev2,b_103864,tt,,0.00199600798403194
nv-mail_dev,b_80891,nil,,0.996007984031936
nv-mail_dev,b_80891,ta,dd;pl,0.00199600798403194
nv-mail_dev,b_80891,at,dd;pl,0.00199600798403194
nv-mail_dev,nv-silence,nil,,0.998003992015968
nv-mail_dev,nv-silence,ta,dd;nl,0.00199600798403194
nv-b_104180,nv-mail_dev,nil,,0.974051896207585
nv-b_104180,nv-mail_dev,at,dd;nl,0.0139720558882236
nv-b_104180,nv-mail_dev,ta,dd;pl,0.0119760479041916
nv-b_104180,churn2,nil,,0.998003992015968
nv-b_104180,churn2,ta,dd;nl,0.00199600798403194
nv-b_104180,mis_link,nil,,0.998003992015968
nv-b_104180,mis_link,ta,dd;nl,0.00199600798403194
nv-b_104180,nv-mis_link2,nil,,0.996007984031936
nv-b_104180,nv-mis_link2,ta,dd;nl,0.00399201596806387
nv-b_104180,nv-thread,nil,,0.998003992015968
nv-b_104180,nv-thread,ta,dd;nl,0.00199600798403194
nv-churn,b_100740,nil,,0.982035928143713
nv-churn,b_100740,tt,,0.0119760479041916
nv-churn,b_100740,ta,dd;pl,0.00399201596806387
nv-churn,b_100740,at,dd;nl,0.00199600798403194
nv-churn,b_102939,nil,,0.996007984031936
nv-churn,b_102939,tt,,0.00399201596806387
nv-b_104180,nv-thread2,nil,,0.998003992015968
nv-b_104180,nv-thread2,ta,dd;nl,0.00199600798403194
nv-churn,b_140076,nil,,0.998003992015968
nv-churn,b_140076,tt,,0.00199600798403194
nv-churn,b_140221,nil,,0.984031936127744
nv-churn,b_140221,tt,,0.00798403193612774
nv-churn,b_140221,ta,dd;pl,0.00798403193612774
nv-churn,b_122333,nil,,0.984031936127744
nv-churn,b_122333,tt,,0.0119760479041916
nv-churn,b_122333,ta,dd;nl,0.00399201596806387
nv-churn,b_122110,nil,,0.982035928143713
nv-churn,b_122110,tt,,0.0139720558882236
nv-churn,b_122110,at,dd;pl,0.00399201596806387
nv-churn,b_143570,nil,,0.992015968063872
nv-churn,b_143570,tt,,0.00399201596806387
nv-churn,b_143570,ta,dd;pl,0.00199600798403194
nv-churn,b_143570,at,dd;nl,0.00199600798403194
nv-churn,b_150285,nil,,0.998003992015968
nv-churn,b_150285,tt,,0.00199600798403194
nv-churn,b_143506,nil,,0.992015968063872
nv-churn,b_143506,tt,,0.00798403193612774
nv-churn,b_142970,nil,,0.99001996007984
nv-churn,b_142970,tt,,0.00598802395209581
nv-churn,b_142970,at,dd;pl,0.00399201596806387
nv-churn,b_160799,nil,,0.994011976047904
nv-churn,b_160799,tt,,0.00598802395209581
nv-churn,b_162178,nil,,0.998003992015968
nv-churn,b_162178,tt,,0.00199600798403194
nv-churn,b_151791,nil,,0.996007984031936
nv-churn,b_151791,tt,,0.00399201596806387
nv-churn,b_150288,nil,,0.998003992015968
nv-churn,b_150288,tt,,0.00199600798403194
nv-churn,b_191549,nil,,0.994011976047904
nv-churn,b_191549,tt,,0.00399201596806387
nv-churn,b_191549,at,dd;pl,0.00199600798403194
nv-churn,b_62937,nil,,0.998003992015968
